"word","phonetic","meaning","level","category","example","related_words","part_of_speech","root"
"somebody","/ˈsʌmbədi/","某人，有人","CET4","CET4","","","pron",""
"somehow","/ˈsʌmhau/","由于某种原因","CET4","CET4","","","ad",""
"someone","/ˈsʌmwʌn/","某人，有人","CET4","CET4","","","pron",""
"something","/ˈsʌmθiŋ/","某事，某物","CET4","CET4","","","pron",""
"sometime","/ˈsʌmtaim/","在某一时候；从前","CET4","CET4","","","ad",""
"sometimes","/ˈsʌmtaimz/","不时，有时","CET4","CET4","","","ad",""
"somewhat","/ˈsʌm(h)wɔt/","一点儿 ad.有点","CET4","CET4","","","pron",""
"somewhere","/ˈsʌm(h)weə/","在某处 n.某地","CET4","CET4","","","ad",""
"son","/sʌn/","儿子","CET4","CET4","","","n",""
"song","/sɔŋ/","歌唱；歌曲，歌词","CET4","CET4","","","n",""
"soon","/suːn/","不久；早，快","CET4","CET4","","","ad",""
"sophisticated","/səˈfɪstɪkeɪtɪd/","复杂的；精密的","CET6","IELTS","The system uses sophisticated technology.","advanced, complex, refined, intricate","adj","希腊语 sophistes"
"sore","/sɔ/","痛的；恼火的 n.疮","CET4","CET4","","","a",""
"sorrow","/ˈsɔrəu/","悲痛，悲哀，悲伤","CET4","CET4","","","n",""
"sorry","/ˈsɔri/","难过的；对不起的","CET4","CET4","","","a",""
"sort","/sɔːt/","种类；类别 vt.整理","CET4","CET4","","","n",""
"soul","/səul/","灵魂；精神；人","CET4","CET4","","","n",""
"sound","/saund/","健康的；完好的","CET4","CET4","","","a",""
"soup","/suːp/","汤","CET4","CET4","","","n",""
"sour","/ˈsaʊə/","酸的，酸味的 2. 酸腐的，酸臭的 3. 乖庆的，不友好的","CET6","CET6","","","adj",""
"source","/sɔːs/","河的源头；根源","CET4","CET4","","","n",""
"south","/sauθ/","南，南方 a.南方的","CET4","CET4","","","n",""
"southeast","/ˈsauθˈiːst/","东南 a.位于东南的","CET4","CET4","","","n",""
"southern","/ˈsʌðən/","南方的，南部的","CET4","CET4","","","a",""
"southwest","/ˈsauθˈwest/","西南 a.西南的","CET4","CET4","","","n",""
"sovereign","/ˈsɒvrɪn/","最高的，无上的 2. 独立的，有主权的","CET6","CET6","","","adj",""
"soviet","/ˈsəuviet/","苏维埃 a.苏维埃的","CET4","CET4","","","n",""
"sow","/sau/","播(种) vi.播种","CET4","CET4","","","vt",""
"space","/speis/","空间；场地；空白","CET4","CET4","","","n",""
"spacecraft","/ˈspeiskrɑːft/","航天器，宇宙飞船","CET4","CET4","","","n",""
"spaceship","/ˈspeis∫ip/","航天飞船","CET4","CET4","","","n",""
"spacious","/ˈspeɪʃəs/","广大的，宽敞的","CET6","CET6","","","adj",""
"spade","/speid/","铲，铁锹","CET4","CET4","","","n",""
"span","/spæn/","跨度","CET6","CET6","","","n",""
"spanish","/ˈspæni∫/","西班牙的 n.西班牙人","CET4","CET4","","","a",""
"spare","/speə/","节约 a.多余的","CET4","CET4","","","vt",""
"spark","/spɑːk/","火花，火星","CET4","CET4","","","n",""
"sparkle","/ˈspɑːkl/","闪闪发光，闪烁，闪耀","CET6","CET6","","","v",""
"sparrow","/ˈspærəu/","麻雀","CET4","CET4","","","n",""
"speak","/spiːk/","说话；发言 vt.说","CET4","CET4","","","vi",""
"speaker","/ˈspiːkə/","说话者；扬声器","CET4","CET4","","","n",""
"spear","/spiə/","矛，枪","CET4","CET4","","","n",""
"special","/ˈspe∫əl/","特殊的；专门的","CET4","CET4","","","a",""
"specialist","/ˈspeʃəlɪst/","专家","CET6","CET6","","","n",""
"speciality","/ˌspe∫iˈæliti/","专业，特长；特产","CET4","CET4","","","n",""
"specialize","/ˈspe∫əlaiz/","成为...专家；专攻","CET4","CET4","","","vi",""
"specially","/ˈspe∫əli/","专门地，特别地","CET4","CET4","","","ad",""
"specialty","/ˈspeʃәlti/","专业，专长 2. 特产，特制品 a. 专门的，独立的","CET6","CET6","","","n",""
"species","/ˈspiːʃiːz/","物种","CET6","Science","Many species are endangered due to habitat loss.","type, kind, variety, classification","noun","拉丁语 species"
"specific","/spɪˈsɪfɪk/","明确的，详尽的 2. 特定的，特指的","CET6","CET6","","","adj",""
"specification","/ˌspesifiˈkeiʃәn/","规格，详述，详细说明书","CET6","CET6","","","n",""
"specify","/ˈspesifai/","指定，详细说明","CET4","CET4","","","vi",""
"specimen","/ˈspesimin/","样本，标本，样品","CET4","CET4","","","n",""
"spectacle","/ˈspektəkl/","公开展示 2. 景象，光景，壮观 3. (pl)眼镜","CET6","CET6","","","n",""
"spectator","/spekˈteɪtə/","观众，旁观者","CET6","CET6","","","n",""
"spectrum","/ˈspektrəm/","光谱 2. 波长，范围","CET6","CET6","","","n",""
"speculate","/ˈspekjʊleɪt/","思索，推测 2. 投机，做投机生意","CET6","CET6","","","v",""
"speech","/spiːt∫/","言语；演说；方言","CET4","CET4","","","n",""
"speed","/spiːd/","快；速率 vi.快行","CET4","CET4","","","n",""
"spell","/spel/","拼写 vi.拼字","CET4","CET4","","","vt",""
"spelling","/ˈspeliŋ/","拼字，拼法，拼写法","CET4","CET4","","","n",""
"spend","/spend/","用钱，花费；度过","CET4","CET4","","","vt",""
"sphere","/sfiə/","球，圆体；范围","CET4","CET4","","","n",""
"spice","/spaɪs/","香料，调味品 2. 意味，风味","CET6","CET6","","","n",""
"spider","/ˈspaidə/","蜘蛛","CET4","CET4","","","n",""
"spill","/spil/","使溢出 vi.溢出","CET4","CET4","","","vt",""
"spin","/spin/","纺；使旋转 n.旋转","CET4","CET4","","","vt",""
"spine","/spaɪn/","脊柱，脊椎 2. (动植物体上的)刺，棘刺 3. 书脊","CET6","CET6","","","n",""
"spiral","/ˈspaɪərəl/","螺线，螺旋状的物体 2. 不断加强的上升或下降","CET6","CET6","","","n",""
"spirit","/ˈspirit/","精神；气魄；情绪","CET4","CET4","","","n",""
"spiritual","/ˈspiritjuəl/","精神的，心灵的","CET4","CET4","","","a",""
"spit","/spit/","吐 vi.吐唾沫","CET4","CET4","","","vi",""
"spite","/spaɪt/","怨恨，恶意 || in spite of不管，不顾","CET6","CET6","","","n",""
"splash","/splæʃ/","溅，泼 2. (指液体)飞溅，激溅","CET6","CET6","","","v",""
"splendid","/ˈsplendid/","壮丽的；显著的","CET4","CET4","","","a",""
"split","/split/","劈开 vi.被劈开","CET4","CET4","","","vt",""
"spoil","/spɔɪl/","损坏，糟蹋 2. 宠坏，溺爱","CET6","CET6","","","v",""
"sponge","/spʌndʒ/","海绵，","CET6","CET6","","","n",""
"sponsor","/ˈspɔnsə/","发起者 vt.发起","CET4","CET4","","","n",""
"spontaneous","/spɒnˈteɪnɪəs/","自发的，自然的，自动的","CET6","CET6","","","adj",""
"spoon","/spuːn/","匙，调羹","CET4","CET4","","","n",""
"sport","/spɔːt/","运动；运动会","CET4","CET4","","","n",""
"sportsman","/ˈspɔːtsmən/","运动员","CET4","CET4","","","n",""
"spot","/spɔt/","点，斑点；地点","CET4","CET4","","","n",""
"spouse","/spaʊz/","配偶","CET6","CET6","","","n",""
"spray","/sprei/","浪花；喷雾 vt.喷","CET4","CET4","","","n",""
"spread","/spred/","伸开；传播 n.传播","CET4","CET4","","","vt",""
"spring","/spriŋ/","跳，跃 n.跳跃；泉","CET4","CET4","","","vi",""
"springtime","/ˈspriŋtaim/","春季，春天","CET4","CET4","","","n",""
"sprinkle","/ˈsprɪŋkl/","洒，喷，淋","CET6","CET6","","","v",""
"spur","/spəː/","刺激物 vt.刺激","CET4","CET4","","","n",""
"spy","/spaɪ/","间谍，密探，侦探 2. 窥视者，秘密监视者","CET6","CET6","","","n",""
"squad","/skwɒd/","班，小组，小队","CET6","CET6","","","n",""
"square","/skweə/","正方形；广场","CET4","CET4","","","n",""
"squeeze","/skwiːz/","&vi.榨，挤；压榨","CET4","CET4","","","vt",""
"squirrel","/ˈskwirəl/","松鼠","CET4","CET4","","","n",""
"stab","/stæb/","刺，戳，刺入 2. 产生刺痛","CET6","CET6","","","v",""
"stability","/stəˈbɪlətɪ/","坚固性，稳定性，安定","CET6","CET6","","","n",""
"stabilize","/ˈsteɪbɪlaɪz/","使稳定，使沉稳","CET6","CET6","","","v",""
"stable","/ˈsteibl/","稳定的，不变的","CET4","CET4","","","a",""
"stack","/stæk/","整齐叠起的一堆 2. 干草垛","CET6","CET6","","","n",""
"stadium","/ˈsteidiəm/","露天大型运动场","CET4","CET4","","","n",""
"staff","/stɑːf/","工作人员；参谋","CET4","CET4","","","n",""
"stage","/steidʒ/","舞台；戏剧；阶段","CET4","CET4","","","n",""
"stagger","/ˈstæɡə/","(使)摇晃，蹒跚而行 2. 使摇摆，使震惊 3. 间隔，错开","CET6","CET6","","","v",""
"stain","/stein/","沾污；给...着色","CET4","CET4","","","vt",""
"stair","/steə/","楼梯","CET4","CET4","","","n",""
"staircase","/ˈsteəkeɪs/","楼梯，楼梯间(= stairway)","CET6","CET6","","","n",""
"stake","/steik/","桩；赌金；奖品","CET4","CET4","","","n",""
"stale","/steil/","陈腐的；走了气的","CET4","CET4","","","n",""
"stamp","/stæmp/","戳子；邮票；标志","CET4","CET4","","","n",""
"stand","/stænd/","站；坐落 n.架，台","CET4","CET4","","","vi",""
"standard","/ˈstændəd/","标准 a.标准的","CET4","CET4","","","n",""
"standpoint","/ˈstændpɔɪnt/","立场，立脚点，观点","CET6","CET6","","","n",""
"star","/stɑː/","星；恒星；明星","CET4","CET4","","","n",""
"stare","/steə(r)/","盯，凝视","CET4","CET4","","","vi",""
"start","/stɑːt/","跳起；出发；开始","CET4","CET4","","","vi",""
"startle","/ˈstɑːtl/","使惊愕，使吃惊","CET6","CET6","","","v",""
"starve","/stɑːv/","饿死 vt.使饿死","CET4","CET4","","","vi",""
"state","/steit/","状态；国家；州","CET4","CET4","","","n",""
"statement","/ˈsteɪtmənt/","陈述，声明 2. 财务报表 /报告书，结算表","CET6","CET6","","","n",""
"statesman","/ˈsteɪtsmən/","政治家，政治领导人","CET6","CET6","","","n",""
"static","/ˈstætik/","静的；静态的","CET4","CET4","","","a",""
"station","/ˈstei∫ən/","站，台，所，局","CET4","CET4","","","n",""
"stationary","/ˈsteɪʃənərɪ/","不动的，静止的","CET6","CET6","","","adj",""
"statistical","/stəˈtistikəl/","统计的，统计学的","CET4","CET4","","","a",""
"statue","/ˈstæt∫uː/","塑像，雕像，铸像","CET4","CET4","","","n",""
"status","/ˈsteɪtəs/","身份，地位 2. 威望，名望 3. 情形，状况","CET6","CET6","","","n",""
"stay","/stei/","停留；住 n.逗留","CET4","CET4","","","vi",""
"steadily","/ˈstedili/","稳定地，不变地","CET4","CET4","","","ad",""
"steady","/ˈstedi/","稳固的 vt.使稳定","CET4","CET4","","","a",""
"steal","/stiːl/","偷，窍取","CET4","CET4","","","vt",""
"steam","/stiːm/","蒸汽 vi.蒸发 vt.蒸","CET4","CET4","","","n",""
"steamer","/ˈstiːmə/","轮船，汽船","CET4","CET4","","","n",""
"steel","/stiːl/","钢，钢铁","CET4","CET4","","","n",""
"steep","/stiːp/","险峻的，陡峭的","CET4","CET4","","","a",""
"steer","/stiə/","&vi.驾驶","CET4","CET4","","","vt",""
"stem","/stem/","茎，(树)干 vi.起源","CET4","CET4","","","n",""
"step","/step/","(脚)步；步骤 vi.走","CET4","CET4","","","n",""
"stereo","/ˈsterɪəʊ/","立体声，立体声系统","CET6","CET6","","","n",""
"stereotype","/ˈsterɪətaɪp/","模式化的形象、思想、人物等，老一套 2. 铅版","CET6","CET6","","","n",""
"stern","/stəːn/","严厉的；坚定的","CET4","CET4","","","a",""
"steward","/ˈstjuəd/","乘务员，服务员","CET4","CET4","","","n",""
"stewardess","/ˈstjuːədis/","空中小姐，女乘务员","CET4","CET4","","","n",""
"stick","/stik/","棍，棒 vt.刺；粘贴","CET4","CET4","","","n",""
"sticky","/ˈstɪkɪ/","粘的，粘性的 2. 棘手的，尴尬的","CET6","CET6","","","adj",""
"stiff","/stif/","硬的；僵直的","CET4","CET4","","","a",""
"stiffen","/ˈstifn/","使硬；使僵硬","CET4","CET4","","","vt",""
"still","/stil/","静止的 n.寂静","CET4","CET4","","","a",""
"stimulate","/ˈstimjuleit/","刺激，激励，激发","CET4","CET4","","","vt",""
"stimulus","/ˈstɪmjʊləs/","(pl stimuli)","CET6","CET6","","","",""
"sting","/stiŋ/","刺；刺痛 vi.&n.刺","CET4","CET4","","","vt",""
"stir","/stəː/","动；拨动；激动","CET4","CET4","","","vt",""
"stitch","/stit∫/","一针；针脚 vt.缝","CET4","CET4","","","n",""
"stock","/stɒk/","贮存，储备 2. 存货，现货 3. 股票 || stock certificate股票，证券 [stock dividend红利，股息] stock exchange证券交易所 /stock market股票市场","CET6","CET6","","","n",""
"stocking","/ˈstɔkiŋ/","长(统)袜","CET4","CET4","","","n",""
"stomach","/ˈstʌmək/","胃；肚子；食欲","CET4","CET4","","","n",""
"stone","/stəun/","石，石头；宝石","CET4","CET4","","","n",""
"stony","/ˈstəuni/","多石的；冷酷的","CET4","CET4","","","a",""
"stool","/stuːl/","凳子","CET4","CET4","","","n",""
"stoop","/stuːp/","俯身；弯身 n.弯腰","CET4","CET4","","","vi",""
"stop","/stɔp/","塞住；阻止；停止","CET4","CET4","","","vt",""
"storage","/ˈstɔːrɪdʒ/","存储","CET4","Technology","Cloud storage offers convenient data backup.","memory, space, warehouse, repository","noun","古法语 estorer"
"store","/stɔː/","贮藏；贮存品；商店","CET4","CET4","","","n",""
"storey","/ˈstɔːri/","(层)楼","CET4","CET4","","","n",""
"storm","/stɔːm/","风暴；暴(风)雨","CET4","CET4","","","n",""
"stormy","/ˈstɔːmi/","有暴风雨的；激烈的","CET4","CET4","","","a",""
"story","/ˈstɔːri/","故事，小说，传说","CET4","CET4","","","n",""
"stove","/stəuv/","炉，火炉，电炉","CET4","CET4","","","n",""
"straight","/streit/","直的；正直的 ad.直","CET4","CET4","","","a",""
"straightforward","/ˌstreɪtˈfɔːwəd/","诚实的，坦白的 2. 易懂的，易做的","CET6","CET6","","","adj",""
"strain","/streɪn/","拉紧，扯紧 2. 需费神之事物 3. 劳累，疲惫，竭尽 4. 扭筋，脱臼","CET6","CET6","","","n",""
"strand","/strænd/","(绳索、缆线等的)一股，一缕","CET6","CET6","","","n",""
"strange","/streindʒ/","陌生的；奇怪的","CET4","CET4","","","a",""
"stranger","/ˈstreindʒə/","陌生人；新来者","CET4","CET4","","","n",""
"strap","/stræp/","带子 vt.捆扎","CET4","CET4","","","n",""
"strategy","/ˈstrætədʒɪ/","战略(学)，策略(学)，兵法 2. 策略，谋略，妙计","CET6","CET6","","","n",""
"straw","/strɔː/","稻草，麦杆吸管","CET4","CET4","","","n",""
"strawberry","/ˈstrɔːbəri/","草莓","CET4","CET4","","","n",""
"stray","/streɪ/","走失，迷路，离题","CET6","CET6","","","v",""
"streak","/striːk/","条纹，纹理 2. (性格上不太好的)特质，性情，癖性","CET6","CET6","","","n",""
"stream","/striːm/","(小)河，川，溪流 2. (液体、人、物等的)不断流出","CET6","CET6","","","n",""
"streamline","/ˈstriːmlaɪn/","把...设计或制成流线型 2. 使精简","CET6","CET6","","","v",""
"street","/striːt/","街，街道；行车道","CET4","CET4","","","n",""
"strength","/streŋθ/","力，力量，力气","CET4","CET4","","","n",""
"strengthen","/ˈstreŋθən/","加强，巩固","CET4","CET4","","","vt",""
"stress","/stres/","压力；重音 vt.着重","CET4","CET4","","","n",""
"stretch","/stret∫/","伸展 vi.伸 n.伸展","CET4","CET4","","","vt",""
"strict","/strikt/","严格的；严谨的","CET4","CET4","","","a",""
"strictly","/ˈstriktli/","严格地，严谨地","CET4","CET4","","","ad",""
"stride","/straɪd/","大步行走 2. 跨过，跨越","CET6","CET6","","","v",""
"strike","/straik/","&vi.打，击 n.罢工","CET4","CET4","","","vt",""
"string","/strɪŋ/","细绳，带子 2. 乐器的弦 3. 以线串成之物，一串，一列","CET6","CET6","","","n",""
"strip","/strip/","剥；夺去 n.条带","CET4","CET4","","","vt",""
"stripe","/straip/","条纹，条子","CET4","CET4","","","n",""
"strive","/straɪv/","抗争，搏斗 2. 奋勉，努力","CET6","CET6","","","v",""
"stroke","/strəʊk/","打击，一击 2. 身体上部及手臂的活动，一击，一挥，一划，一动 3. 一笔，笔画 4. 钟声，敲击声 5. 中风","CET6","CET6","","","n",""
"stroll","/strəʊl/","&","CET6","CET6","","","n",""
"strong","/strɔŋ/","强壮的；擅长的","CET4","CET4","","","a",""
"strongly","/ˈstrɔŋli/","强壮地，强烈地","CET4","CET4","","","ad",""
"structural","/ˈstrʌkt∫ərəl/","结构的，构造的","CET4","CET4","","","a",""
"structure","/ˈstrʌktʃər/","结构","CET4","Science","The structure of DNA was discovered in 1953.","framework, organization, composition, arrangement","noun","拉丁语 structura"
"struggle","/ˈstrʌgl/","&vi.斗争，奋斗","CET4","CET4","","","n",""
"stubborn","/ˈstʌbən/","顽固的，执拗的 2. 棘手的，难对付的","CET6","CET6","","","adj",""
"student","/ˈstjuːdənt/","学生；研究生，学者","CET4","CET4","","","n",""
"study","/ˈstʌdi/","学习，研究 vt.学","CET4","CET4","","","n",""
"stuff","/stʌf/","材料 vt.装，填，塞","CET4","CET4","","","n",""
"stumble","/ˈstʌmbl/","绊脚，绊跌 2. 蹒跚而行，行动不稳 3. 结结巴巴地说 || stumble across [on] upon偶然碰见，偶尔发现","CET6","CET6","","","v",""
"stump","/stʌmp/","树桩，残株 2. 残余部分","CET6","CET6","","","n",""
"stun","/stʌn/","将(人或动物)打昏(尤指击打头部) 2. 使目瞪口呆，使吃惊 3. 令人喜悦","CET6","CET6","","","v",""
"stupid","/ˈstjuːpid/","愚蠢的；感觉迟钝的","CET4","CET4","","","a",""
"sturdy","/ˈstɜːdɪ/","强健的，结实的 2. 坚定的，不屈不挠的","CET6","CET6","","","adj",""
"style","/stail/","风格；文体；式样","CET4","CET4","","","n",""
"subject","/ˈsʌbdʒikt/","题目；学科；主语","CET4","CET4","","","n",""
"subjective","/səbˈdʒektɪv/","(指思想、感情等)主观的(属于自我意识方面的) 2. 主观的(以个人的好恶、观点等为依据的","CET6","CET6","","","adj",""
"submarine","/ˌsʌbməˈriːn/","潜水艇，潜水舰","CET6","CET6","","","n",""
"submerge","/səbˈməːdʒ/","浸没 vi.潜入水中","CET4","CET4","","","vt",""
"submit","/səbˈmɪt/","服从，屈从 2. 呈送，提交，提出","CET6","CET6","","","v",""
"subordinate","/səˈbɔːdɪnət/","下级的，次要的，附属的","CET6","CET6","","","adj",""
"subscribe","/səbˈskraɪb/","认捐，捐助，应募 2. 订阅(to)，预约(for) 3. 签署","CET6","CET6","","","v",""
"subsequent","/ˈsʌbsɪkwənt/","后来的，随后的，继起的","CET6","CET6","","","adj",""
"subsidiary","/səbˈsɪdɪərɪ/","附属的，次要的 2. (指业务机构)附属的，附设的","CET6","CET6","","","adj",""
"subsidy","/ˈsʌbsɪdɪ/","补助金，津贴","CET6","CET6","","","n",""
"substance","/ˈsʌbstəns/","物质","CET4","Science","The substance changed color when heated.","material, matter, element, compound","noun","拉丁语 substantia"
"substantial","/səbˈstænʃl/","大量的；实质的","CET6","IELTS","Substantial evidence supports the claim.","significant, considerable, ample, major","adj","拉丁语 substantia"
"substitute","/ˈsʌbstɪtjuːt/","代理人，代替者，代用品，代替物","CET6","CET6","","","n",""
"subtle","/ˈsʌtl/","微细的，微妙的，难以察觉的 2. 精巧的，精妙的 3. 敏感的，敏锐的","CET6","CET6","","","adj",""
"subtract","/səbˈtrækt/","减去，扣除","CET6","CET6","","","v",""
"suburb","/ˈsʌbɜːb/","郊区，市郊","CET6","CET6","","","n",""
"subway","/ˈsʌbwei/","地道；地下铁路","CET4","CET4","","","n",""
"succeed","/səkˈsiːd/","继...之后 vi.成功","CET4","CET4","","","vt",""
"success","/səkˈses/","成功，成就，胜利","CET4","CET4","","","n",""
"successful","/səkˈsesful/","成功的，结果良好的","CET4","CET4","","","a",""
"successfully","/səkˈsesfuli/","成功地","CET4","CET4","","","ad",""
"succession","/səkˈse∫ən/","连续；继任，继承","CET4","CET4","","","n",""
"successive","/səkˈsesɪv/","继续的，连续的，接连的","CET6","CET6","","","adj",""
"successor","/səkˈsesə/","继承人，继任者，接班人","CET6","CET6","","","n",""
"such","/sʌt∫/","这样的；如此的...","CET4","CET4","","","a",""
"suck","/sʌk/","吸，吮，啜；吸收","CET4","CET4","","","vt",""
"sudden","/ˈsʌdn/","突然的，意外的","CET4","CET4","","","a",""
"suddenly","/ˈsʌdənli/","突然地","CET4","CET4","","","ad",""
"sue","/sjuː/","控告(某人) 2. 请求(常于法庭上)","CET6","CET6","","","v",""
"suffer","/ˈsʌfə/","遭受；忍受；容许","CET4","CET4","","","vt",""
"suffice","/səˈfaɪs/","足够 2. 足够...之需，使满足","CET6","CET6","","","v",""
"sufficient","/səˈfɪʃnt/","足够的","CET4","IELTS","The evidence is sufficient to proceed.","enough, adequate, ample, plenty","adj","拉丁语 sufficere"
"sufficiently","/səˈfi∫əntli/","足够地，充分地","CET4","CET4","","","ad",""
"sugar","/ˈ∫ugə/","糖","CET4","CET4","","","n",""
"suggest","/səˈdʒest/","建议；暗示，启发","CET4","CET4","","","vt",""
"suggestion","/səˈdʒest∫ən/","建议，意见；暗示","CET4","CET4","","","n",""
"suit","/sjuːt/","起拆，诉讼 vt.适合","CET4","CET4","","","n",""
"suitable","/ˈsjuːtəbl/","合适的；适宜的","CET4","CET4","","","a",""
"suite","/swiːt/","一套家具 2. 一套房间，套间 3. 一套物件 4. (音乐)组曲","CET6","CET6","","","n",""
"sulfur","/ˈsʌlfә/","硫，硫磺","CET6","CET6","","","n",""
"sulphur","/ˈsʌlfə/","硫(磺)，硫黄","CET4","CET4","","","n",""
"sum","/sʌm/","总数；金额 vi.共计","CET4","CET4","","","n",""
"summarize","/ˈsʌməraiz/","概括/述，总结","CET4","CET4","","","vt",""
"summary","/ˈsʌməri/","摘要，概要，一览","CET4","CET4","","","n",""
"summer","/ˈsʌmə/","夏，夏季","CET4","CET4","","","n",""
"summit","/ˈsʌmɪt/","顶点，极点 2. (山的)尖峰，巅峰，高峰 3. 政府首脑会议，高峰会议","CET6","CET6","","","n",""
"summon","/ˈsʌmən/","召唤，传唤，召集 2. 鼓起(勇气、力量等)","CET6","CET6","","","v",""
"sun","/sʌn/","太阳，日","CET4","CET4","","","n",""
"sunday","/ˈsʌndi/","星期日，礼拜日","CET4","CET4","","","n",""
"sunlight","/ˈsʌnlait/","日光，阳光","CET4","CET4","","","n",""
"sunny","/ˈsʌni/","阳光充足的；快活的","CET4","CET4","","","a",""
"sunrise","/ˈsʌnraiz/","日出(时分)","CET4","CET4","","","n",""
"sunset","/ˈsʌnset/","日落(时分)","CET4","CET4","","","n",""
"sunshine","/ˈsʌn∫ain/","(直射)日光，阳光","CET4","CET4","","","n",""
"super","/ˈsjuːpə/","极好的，超级的","CET4","CET4","","","a",""
"superficial","/ˌsjuːpəˈfɪʃəl/","表面的，表面性的 2. 肤浅的，浅薄的","CET6","CET6","","","adj",""
"superintendent","/ˌsjuːpərɪnˈtendənt/","督导，总监，总管 2. 英国警察局长","CET6","CET6","","","n",""
"superior","/sjuːˈpɪərɪə/","优良的，卓越的 2. 数目较大的，较多的 3. (职位等)较高的，上级的 4. 傲慢的，自大的","CET6","CET6","","","adj",""
"superiority","/sjuːˌpɪərɪˈɒrətɪ/","优秀，优越，优胜","CET6","CET6","","","n",""
"supermarket","/ˈsjuːpəˌmɑːkit/","超级市场","CET4","CET4","","","n",""
"supersonic","/ˌsjuːpəˈsɒnɪk/","超声(频)的，超音速的","CET6","CET6","","","adj",""
"supervise","/ˈsjuːpəvaɪz/","监督，管理，指导","CET6","CET6","","","v",""
"supper","/ˈsʌpə/","晚饭，晚餐","CET4","CET4","","","n",""
"supplement","/ˈsʌplɪmənt/","增补，补充 2. 增刊，副刊，补编，附录","CET6","CET6","","","n",""
"supplementary","/ˌsʌplɪˈmentərɪ/","补充的，附加的 2. (指角)补角的","CET6","CET6","","","adj",""
"supply","/səˈplai/","&n.供给，供应","CET4","CET4","","","vt",""
"support","/səˈpɔːt/","支撑；支持；供养","CET4","CET4","","","vt",""
"suppose","/səˈpəuz/","猜想；假定；让","CET4","CET4","","","vt",""
"suppress","/səˈpres/","镇压，平定，制止 2. 抑制，隐瞒，扣留","CET6","CET6","","","v",""
"supreme","/sjuːˈpriːm/","最高的，至高无上的 2. 最重要的，最大的","CET6","CET6","","","adj",""
"sure","/∫uə/","确信的；确实的","CET4","CET4","","","a",""
"surely","/ˈ∫uəli/","确实；稳当地","CET4","CET4","","","a",""
"surface","/ˈsəːfis/","地面，表面；外表","CET4","CET4","","","n",""
"surge","/sɜːdʒ/","在浪涛中或如同波浪般前进 2. 急剧上升","CET6","CET6","","","v",""
"surgeon","/ˈsɜːdʒən/","外科医生","CET6","CET6","","","n",""
"surgery","/ˈsɜːdʒərɪ/","外科，外科手术","CET6","CET6","","","n",""
"surname","/ˈsəːneim/","姓","CET4","CET4","","","n",""
"surpass","/səˈpɑːs/","超越，凌驾，胜过","CET6","CET6","","","v",""
"surplus","/ˈsɜːpləs/","剩余，过剩 2. 余款，余额","CET6","CET6","","","n",""
"surprise","/səˈpraiz/","使惊奇；突然袭击","CET4","CET4","","","vt",""
"surprising","/səˈpraiziŋ/","惊人/出人意外的","CET4","CET4","","","a",""
"surrender","/səˈrendə/","交出 vi.投降","CET4","CET4","","","vt",""
"surround","/səˈraund/","围，围绕，圈住","CET4","CET4","","","vt",""
"surroundings","/səˈraundiŋz/","周围的事物,环境","CET4","CET4","","","n",""
"survey","/səːˈvei/","俯瞰；检查；测量","CET4","CET4","","","vt",""
"survival","/səˈvaɪvəl/","生存，残存 2. 残存者，遗物，遗风","CET6","CET6","","","n",""
"survive","/səˈvaɪv/","残存，幸存，生还 2. 比...长寿","CET6","CET6","","","v",""
"susceptible","/səˈseptəbl/","易受影响的 2. 易受...之苦的，易得...病的","CET6","CET6","","","adj",""
"suspect","/səsˈpekt/","怀疑 vi.疑心","CET4","CET4","","","vt",""
"suspend","/səsˈpend/","吊，悬；推迟","CET4","CET4","","","vt",""
"suspension","/səˈspenʃən/","悬浮，暂停，停职 2. (车辆的)悬挂装置 3. 悬浮(液)","CET6","CET6","","","n",""
"suspicion","/səˈspɪʃən/","怀疑，猜疑，嫌疑，疑心","CET6","CET6","","","n",""
"suspicious","/səˈspɪʃəs/","怀疑的，疑心的，多疑的 2. 可疑的","CET6","CET6","","","adj",""
"sustain","/səˈsteɪn/","支撑，承受 2. 维持，支持 3. 蒙受，遭受","CET6","CET6","","","v",""
"sustainable","/səˈsteɪnəbl/","可持续的","CET6","Science","Sustainable development balances economic and environmental needs.","renewable, green, eco-friendly, viable","adj","拉丁语 sustinere"
"swallow","/ˈswɔləu/","燕子","CET4","CET4","","","n",""
"swamp","/swɒmp/","沼泽，沼泽地","CET6","CET6","","","n",""
"swan","/swɔn/","天鹅","CET4","CET4","","","n",""
"swap","/swɒp/","交换(物品·位置)n. 1. 交换 2. 交换物","CET6","CET6","","","v",""
"swarm","/swɔːm/","一大群 vi.密集","CET4","CET4","","","n",""
"sway","/swei/","摇动 vt.摇；摇动","CET4","CET4","","","vi",""
"swear","/sweə/","宣(誓) vi.诅咒","CET4","CET4","","","vt",""
"sweat","/swet/","汗 vi.出汗","CET4","CET4","","","n",""
"sweater","/ˈswetə/","厚运动衫，毛线衫","CET4","CET4","","","n",""
"sweep","/swiːp/","扫；刮起；扫过","CET4","CET4","","","vt",""
"sweet","/swiːt/","甜的；愉快的","CET4","CET4","","","a",""
"swell","/swel/","膨胀；隆起；增长","CET4","CET4","","","vi",""
"swift","/swift/","快的；反应快的","CET4","CET4","","","a",""
"swim","/swim/","游，游泳；眼花","CET4","CET4","","","vi",""
